,title,id,daily_sum,Normalized_daily_sum
2023-03-01,Ukraine,31750,19923,0.3247223405300921
2023-03-02,Ukraine,31750,19409,0.3163024604396684
2023-03-03,Ukraine,31750,18545,0.30214919896471515
2023-03-04,Ukraine,31750,18860,0.30730924221079187
2023-03-05,Ukraine,31750,18727,0.3051305572846706
2023-03-06,Ukraine,31750,19830,0.32319889919077416
2023-03-07,Ukraine,31750,19277,0.31414015660321726
2023-03-08,Ukraine,31750,18173,0.2960554336074436
2023-03-09,Ukraine,31750,19844,0.32342823444615537
2023-03-10,Ukraine,31750,18107,0.29497428168921797
2023-03-11,Ukraine,31750,16853,0.27443239524293156
2023-03-12,Ukraine,31750,17968,0.29269731022507617
2023-03-13,Ukraine,31750,17382,0.28309799167840644
2023-03-14,Ukraine,31750,17332,0.2822789371949022
2023-03-15,Ukraine,31750,17534,0.28558791730825933
2023-03-16,Ukraine,31750,17713,0.28852013235920454
2023-03-17,Ukraine,31750,18089,0.29467942207515646
2023-03-18,Ukraine,31750,16369,0.2665039478426105
2023-03-19,Ukraine,31750,17593,0.28655440159879436
2023-03-20,Ukraine,31750,17537,0.2856370605772696
2023-03-21,Ukraine,31750,16896,0.2751367820987452
2023-03-22,Ukraine,31750,16557,0.26958359270058646
2023-03-23,Ukraine,31750,16463,0.2680437702715985
2023-03-24,Ukraine,31750,15801,0.25719948891000227
2023-03-25,Ukraine,31750,15623,0.2542836549487272
2023-03-26,Ukraine,31750,17263,0.28114864200766637
2023-03-27,Ukraine,31750,16034,0.26101628280313205
2023-03-28,Ukraine,31750,15959,0.2597877010778757
2023-03-29,Ukraine,31750,15137,0.24632244536906595
2023-03-30,Ukraine,31750,15151,0.24655178062444713
2023-03-31,Ukraine,31750,16234,0.26429250073714905
2023-04-01,Ukraine,31750,13636,0.22173442977426858
2023-04-02,Ukraine,31750,14259,0.23193984863873146
2023-04-03,Ukraine,31750,15154,0.2466009238934574
2023-04-04,Ukraine,31750,14775,0.24039249090849524
2023-04-05,Ukraine,31750,12952,0.21052976443993054
2023-04-06,Ukraine,31750,12728,0.20686040035383155
2023-04-07,Ukraine,31750,12325,0.20025882121678734
2023-04-08,Ukraine,31750,12302,0.19988205615437538
2023-04-09,Ukraine,31750,12778,0.20767945483733577
2023-04-10,Ukraine,31750,12809,0.2081872686171084
2023-04-11,Ukraine,31750,12577,0.2043868558136487
2023-04-12,Ukraine,31750,12850,0.2088588932935819
2023-04-13,Ukraine,31750,12560,0.2041083772892573
2023-04-14,Ukraine,31750,12080,0.19624545424761655
2023-04-15,Ukraine,31750,11111,0.18037217835730432
2023-04-16,Ukraine,31750,12213,0.19842413917373783
2023-04-17,Ukraine,31750,12537,0.20373161222684533
2023-04-18,Ukraine,31750,12307,0.1999639616027258
2023-04-19,Ukraine,31750,12813,0.20825279297578875
2023-04-20,Ukraine,31750,14479,0.2355436883661501
2023-04-21,Ukraine,31750,14080,0.22900763358778625
2023-04-22,Ukraine,31750,13144,0.21367493365658682
2023-04-23,Ukraine,31750,14607,0.23764046784392098
2023-04-24,Ukraine,31750,16370,0.26652032893228056
2023-04-25,Ukraine,31750,15001,0.2440946171739344
2023-04-26,Ukraine,31750,15247,0.24812436523277528
2023-04-27,Ukraine,31750,14854,0.24168659699243195
2023-04-28,Ukraine,31750,14594,0.23742751367820988
2023-04-29,Ukraine,31750,14030,0.22818857910428203
2023-04-30,Ukraine,31750,15299,0.2489761818956197
2023-05-01,Ukraine,31750,18365,0.2992006028240999
2023-05-02,Ukraine,31750,15590,0.2537430789896144
2023-05-03,Ukraine,31750,16559,0.26961635487992663
2023-05-04,Ukraine,31750,16510,0.26881368148609247
2023-05-05,Ukraine,31750,16409,0.2671591914294139
2023-05-06,Ukraine,31750,14971,0.24360318448383186
2023-05-07,Ukraine,31750,14912,0.24263670019329686
2023-05-08,Ukraine,31750,16314,0.2656029879107558
2023-05-09,Ukraine,31750,16787,0.27335124332470595
2023-05-10,Ukraine,31750,16039,0.2610981882514825
2023-05-11,Ukraine,31750,17296,0.28168921796677915
2023-05-12,Ukraine,31750,16826,0.27399010582183925
2023-05-13,Ukraine,31750,19130,0.31173213642171477
2023-05-14,Ukraine,31750,18240,0.29715296661533924
2023-05-15,Ukraine,31750,18476,0.30101890377747925
2023-05-16,Ukraine,31750,17460,0.2843757166726731
2023-05-17,Ukraine,31750,16042,0.26114733152049274
2023-05-18,Ukraine,31750,15837,0.25778920813812534
2023-05-19,Ukraine,31750,15991,0.2603118959473184
2023-05-20,Ukraine,31750,16818,0.2738590571044786
2023-05-21,Ukraine,31750,20185,0.3290141860236543
2023-05-22,Ukraine,31750,19132,0.31176489860105494
2023-05-23,Ukraine,31750,19744,0.32179012547914687
2023-05-24,Ukraine,31750,20265,0.3303246731972611
2023-05-25,Ukraine,31750,17124,0.2788716705435246
2023-05-26,Ukraine,31750,15331,0.2495003767650624
2023-05-27,Ukraine,31750,15050,0.24489729056776857
2023-05-28,Ukraine,31750,19957,0.32527929757887497
2023-05-29,Ukraine,31750,16245,0.26447269272352
2023-05-30,Ukraine,31750,16128,0.26255610523212003
2023-05-31,Ukraine,31750,15806,0.25728139435835273
2023-06-01,Ukraine,31750,15967,0.2599187497952364
2023-06-02,Ukraine,31750,14206,0.23107165088621695
2023-06-03,Ukraine,31750,13908,0.22619008616453168
2023-06-04,Ukraine,31750,15563,0.2533007895685221
2023-06-05,Ukraine,31750,16914,0.27543164171280676
2023-06-06,Ukraine,31750,22285,0.36341447433083246
2023-06-07,Ukraine,31750,19359,0.3154834059561642
2023-06-08,Ukraine,31750,19245,0.31361596173377454
2023-06-09,Ukraine,31750,17251,0.28095206893162533
2023-06-10,Ukraine,31750,16172,0.2632768731776038
2023-06-11,Ukraine,31750,17845,0.29068243619565576
2023-06-12,Ukraine,31750,19213,0.3130917668643318
2023-06-13,Ukraine,31750,17316,0.2820168397601808
2023-06-14,Ukraine,31750,16076,0.26170428856927563
2023-06-15,Ukraine,31750,15564,0.2533171706581922
2023-06-16,Ukraine,31750,15734,0.2561019559021066
2023-06-17,Ukraine,31750,15173,0.246912164597189
2023-06-18,Ukraine,31750,15018,0.24437309569832585
2023-06-19,Ukraine,31750,16161,0.26309668119123286
2023-06-20,Ukraine,31750,15105,0.24579825049962323
2023-06-21,Ukraine,31750,15174,0.2469285456868591
2023-06-22,Ukraine,31750,13778,0.22406054450742063
2023-06-23,Ukraine,31750,13812,0.22461750155620352
2023-06-24,Ukraine,31750,24930,0.40674245650820695
2023-06-25,Ukraine,31750,19918,0.3246404350817416
2023-06-26,Ukraine,31750,18256,0.29741506405006063
2023-06-27,Ukraine,31750,17576,0.2862759230744029
2023-06-28,Ukraine,31750,16073,0.26165514530026535
2023-06-29,Ukraine,31750,15030,0.24456966877436687
2023-06-30,Ukraine,31750,13839,0.2250597909772958
2023-03-01,Ancient_Rome,521555,2982,0.04721030042918455
2023-03-02,Ancient_Rome,521555,2856,0.045146283130753855
2023-03-03,Ancient_Rome,521555,2746,0.04334436326704452
2023-03-04,Ancient_Rome,521555,2429,0.038151557841627624
2023-03-05,Ancient_Rome,521555,2560,0.04029748058840874
2023-03-06,Ancient_Rome,521555,3017,0.04778363856763752
2023-03-07,Ancient_Rome,521555,3079,0.04879926612718278
2023-03-08,Ancient_Rome,521555,2954,0.046751629918422175
2023-03-09,Ancient_Rome,521555,2978,0.04714477607050421
2023-03-10,Ancient_Rome,521555,2816,0.044491039543950464
2023-03-11,Ancient_Rome,521555,2468,0.038790420338760935
2023-03-12,Ancient_Rome,521555,2777,0.04385217704681715
2023-03-13,Ancient_Rome,521555,2866,0.04531009402745471
2023-03-14,Ancient_Rome,521555,2987,0.04729220587753497
2023-03-15,Ancient_Rome,521555,3116,0.049405366444975916
2023-03-16,Ancient_Rome,521555,2848,0.04501523441339318
2023-03-17,Ancient_Rome,521555,2703,0.04263997641123087
2023-03-18,Ancient_Rome,521555,2627,0.041395013596304424
2023-03-19,Ancient_Rome,521555,2854,0.04511352095141369
2023-03-20,Ancient_Rome,521555,3237,0.05138747829505619
2023-03-21,Ancient_Rome,521555,3174,0.05035546964584084
2023-03-22,Ancient_Rome,521555,3048,0.04829145234741015
2023-03-23,Ancient_Rome,521555,3020,0.04783278183664778
2023-03-24,Ancient_Rome,521555,2804,0.044294466467909445
2023-03-25,Ancient_Rome,521555,2499,0.039298234118533566
2023-03-26,Ancient_Rome,521555,2748,0.043377125446384696
2023-03-27,Ancient_Rome,521555,3112,0.049339842086295584
2023-03-28,Ancient_Rome,521555,3198,0.05074861579792288
2023-03-29,Ancient_Rome,521555,3026,0.04793106837466828
2023-03-30,Ancient_Rome,521555,2850,0.04504799659273335
2023-03-31,Ancient_Rome,521555,2929,0.04634210267667005
2023-04-01,Ancient_Rome,521555,2412,0.037873079317236186
2023-04-02,Ancient_Rome,521555,2743,0.04329521999803427
2023-04-03,Ancient_Rome,521555,3122,0.04950365298299643
2023-04-04,Ancient_Rome,521555,3054,0.04838973888543066
2023-04-05,Ancient_Rome,521555,2815,0.04447465845428038
2023-04-06,Ancient_Rome,521555,2822,0.04458932608197097
2023-04-07,Ancient_Rome,521555,2590,0.040788913278511287
2023-04-08,Ancient_Rome,521555,2547,0.040084526422697636
2023-04-09,Ancient_Rome,521555,2895,0.045785145627887165
2023-04-10,Ancient_Rome,521555,3071,0.0486682174098221
2023-04-11,Ancient_Rome,521555,3010,0.047668970939946924
2023-04-12,Ancient_Rome,521555,2959,0.0468335353667726
2023-04-13,Ancient_Rome,521555,2868,0.045342856206794874
2023-04-14,Ancient_Rome,521555,2895,0.045785145627887165
2023-04-15,Ancient_Rome,521555,2406,0.03777479277921567
2023-04-16,Ancient_Rome,521555,2646,0.041706254300036036
2023-04-17,Ancient_Rome,521555,3050,0.04832421452675032
2023-04-18,Ancient_Rome,521555,3059,0.04847164433378108
2023-04-19,Ancient_Rome,521555,3052,0.04835697670609049
2023-04-20,Ancient_Rome,521555,3050,0.04832421452675032
2023-04-21,Ancient_Rome,521555,3442,0.05474560167742358
2023-04-22,Ancient_Rome,521555,2505,0.03939652065655407
2023-04-23,Ancient_Rome,521555,2911,0.046047243062608524
2023-04-24,Ancient_Rome,521555,3174,0.05035546964584084
2023-04-25,Ancient_Rome,521555,3173,0.05033908855617076
2023-04-26,Ancient_Rome,521555,3366,0.05350063886249713
2023-04-27,Ancient_Rome,521555,3270,0.051928054254168986
2023-04-28,Ancient_Rome,521555,2908,0.04599809979359827
2023-04-29,Ancient_Rome,521555,2540,0.03996985879500704
2023-04-30,Ancient_Rome,521555,2715,0.04283654948727189
2023-05-01,Ancient_Rome,521555,3232,0.05130557284670576
2023-05-02,Ancient_Rome,521555,3776,0.060216885627231924
2023-05-03,Ancient_Rome,521555,3372,0.053598925400517645
2023-05-04,Ancient_Rome,521555,3311,0.05259967893064247
2023-05-05,Ancient_Rome,521555,3299,0.05240310585460145
2023-05-06,Ancient_Rome,521555,2573,0.04051043475411984
2023-05-07,Ancient_Rome,521555,2770,0.04373750941912656
2023-05-08,Ancient_Rome,521555,3115,0.04938898535530584
2023-05-09,Ancient_Rome,521555,3463,0.055089604560495366
2023-05-10,Ancient_Rome,521555,3276,0.0520263407921895
2023-05-11,Ancient_Rome,521555,3278,0.052059102971529665
2023-05-12,Ancient_Rome,521555,3105,0.049225174458604984
2023-05-13,Ancient_Rome,521555,2595,0.04087081872686171
2023-05-14,Ancient_Rome,521555,2716,0.04285293057694198
2023-05-15,Ancient_Rome,521555,3311,0.05259967893064247
2023-05-16,Ancient_Rome,521555,3458,0.05500769911214494
2023-05-17,Ancient_Rome,521555,3382,0.05376273629721849
2023-05-18,Ancient_Rome,521555,3429,0.05453264751171248
2023-05-19,Ancient_Rome,521555,2974,0.04707925171182387
2023-05-20,Ancient_Rome,521555,2489,0.03913442322183271
2023-05-21,Ancient_Rome,521555,2685,0.042345116797169347
2023-05-22,Ancient_Rome,521555,3409,0.05420502571831078
2023-05-23,Ancient_Rome,521555,7348,0.11873013792877503
2023-05-24,Ancient_Rome,521555,3164,0.05019165874913999
2023-05-25,Ancient_Rome,521555,3318,0.05271434655833306
2023-05-26,Ancient_Rome,521555,2825,0.04463846935098123
2023-05-27,Ancient_Rome,521555,2377,0.037299741178783215
2023-05-28,Ancient_Rome,521555,2620,0.04128034596861383
2023-05-29,Ancient_Rome,521555,2963,0.046899059725452934
2023-05-30,Ancient_Rome,521555,3239,0.051420240474396355
2023-05-31,Ancient_Rome,521555,3298,0.052386724764931364
2023-06-01,Ancient_Rome,521555,3002,0.047537922222586244
2023-06-02,Ancient_Rome,521555,2795,0.04414703666087868
2023-06-03,Ancient_Rome,521555,2314,0.036267732529567866
2023-06-04,Ancient_Rome,521555,2672,0.04213216263145825
2023-06-05,Ancient_Rome,521555,3286,0.052190151688890345
2023-06-06,Ancient_Rome,521555,2880,0.04553942928283589
2023-06-07,Ancient_Rome,521555,2883,0.045588572551846146
2023-06-08,Ancient_Rome,521555,2809,0.04437637191625987
2023-06-09,Ancient_Rome,521555,2681,0.04227959243848901
2023-06-10,Ancient_Rome,521555,2376,0.03728336008911313
2023-06-11,Ancient_Rome,521555,2569,0.0404449103954395
2023-06-12,Ancient_Rome,521555,2984,0.04724306260852472
2023-06-13,Ancient_Rome,521555,2894,0.045768764538217085
2023-06-14,Ancient_Rome,521555,2878,0.045506667103495727
2023-06-15,Ancient_Rome,521555,2735,0.04316417128067359
2023-06-16,Ancient_Rome,521555,2435,0.03824984437964814
2023-06-17,Ancient_Rome,521555,2491,0.03916718540117289
2023-06-18,Ancient_Rome,521555,2379,0.03733250335812338
2023-06-19,Ancient_Rome,521555,2726,0.043016741473642824
2023-06-20,Ancient_Rome,521555,2768,0.04370474723978639
2023-06-21,Ancient_Rome,521555,3086,0.04891393375487337
2023-06-22,Ancient_Rome,521555,2541,0.03998623988467713
2023-06-23,Ancient_Rome,521555,2560,0.04029748058840874
2023-06-24,Ancient_Rome,521555,2277,0.03566163221177473
2023-06-25,Ancient_Rome,521555,2572,0.04049405366444976
2023-06-26,Ancient_Rome,521555,2650,0.041771778658716376
2023-06-27,Ancient_Rome,521555,2774,0.0438030337778069
2023-06-28,Ancient_Rome,521555,2603,0.04100186744422239
2023-06-29,Ancient_Rome,521555,2523,0.039691380270615605
2023-06-30,Ancient_Rome,521555,2656,0.04187006519673689
2023-03-01,Kerr_metric,456715,249,0.0024407823608426434
2023-03-02,Kerr_metric,456715,235,0.002211447105461455
2023-03-03,Kerr_metric,456715,235,0.002211447105461455
2023-03-04,Kerr_metric,456715,172,0.0011794384562461096
2023-03-05,Kerr_metric,456715,181,0.001326868263276873
2023-03-06,Kerr_metric,456715,224,0.0020312551190905218
2023-03-07,Kerr_metric,456715,222,0.0019984929397503523
2023-03-08,Kerr_metric,456715,229,0.002113160567440946
2023-03-09,Kerr_metric,456715,204,0.0017036333256888248
2023-03-10,Kerr_metric,456715,197,0.0015889656979982307
2023-03-11,Kerr_metric,456715,155,0.000900959931854667
2023-03-12,Kerr_metric,456715,209,0.001785538774039249
2023-03-13,Kerr_metric,456715,241,0.0023097336434819643
2023-03-14,Kerr_metric,456715,216,0.0019002064017298432
2023-03-15,Kerr_metric,456715,253,0.0025063067195229827
2023-03-16,Kerr_metric,456715,223,0.002014874029420437
2023-03-17,Kerr_metric,456715,209,0.001785538774039249
2023-03-18,Kerr_metric,456715,204,0.0017036333256888248
2023-03-19,Kerr_metric,456715,210,0.001801919863709334
2023-03-20,Kerr_metric,456715,220,0.0019657307604101825
2023-03-21,Kerr_metric,456715,236,0.00222782819513154
2023-03-22,Kerr_metric,456715,289,0.0030960259476460372
2023-03-23,Kerr_metric,456715,304,0.0033417422926973104
2023-03-24,Kerr_metric,456715,253,0.0025063067195229827
2023-03-25,Kerr_metric,456715,135,0.0005733381384529699
2023-03-26,Kerr_metric,456715,169,0.001130295187235855
2023-03-27,Kerr_metric,456715,221,0.0019821118500802674
2023-03-28,Kerr_metric,456715,208,0.0017691576843691641
2023-03-29,Kerr_metric,456715,231,0.002145922746781116
2023-03-30,Kerr_metric,456715,238,0.00226059037447171
2023-03-31,Kerr_metric,456715,226,0.0020640172984306916
2023-04-01,Kerr_metric,456715,171,0.0011630573665760246
2023-04-02,Kerr_metric,456715,163,0.0010320086492153458
2023-04-03,Kerr_metric,456715,250,0.0024571634505127283
2023-04-04,Kerr_metric,456715,216,0.0019002064017298432
2023-04-05,Kerr_metric,456715,204,0.0017036333256888248
2023-04-06,Kerr_metric,456715,208,0.0017691576843691641
2023-04-07,Kerr_metric,456715,189,0.001457916980637552
2023-04-08,Kerr_metric,456715,157,0.0009337221111948367
2023-04-09,Kerr_metric,456715,174,0.0012122006355862792
2023-04-10,Kerr_metric,456715,296,0.0032106935753366313
2023-04-11,Kerr_metric,456715,239,0.002276971464141795
2023-04-12,Kerr_metric,456715,984,0.014480883268355012
2023-04-13,Kerr_metric,456715,311,0.003456409920387904
2023-04-14,Kerr_metric,456715,282,0.0029813583199554436
2023-04-15,Kerr_metric,456715,163,0.0010320086492153458
2023-04-16,Kerr_metric,456715,197,0.0015889656979982307
2023-04-17,Kerr_metric,456715,241,0.0023097336434819643
2023-04-18,Kerr_metric,456715,222,0.0019984929397503523
2023-04-19,Kerr_metric,456715,243,0.002342495822822134
2023-04-20,Kerr_metric,456715,207,0.0017527765946990794
2023-04-21,Kerr_metric,456715,200,0.0016381089670084853
2023-04-22,Kerr_metric,456715,186,0.0014087737116272976
2023-04-23,Kerr_metric,456715,168,0.00111391409756577
2023-04-24,Kerr_metric,456715,264,0.002686498705893916
2023-04-25,Kerr_metric,456715,230,0.002129541657111031
2023-04-26,Kerr_metric,456715,235,0.002211447105461455
2023-04-27,Kerr_metric,456715,244,0.002358876912492219
2023-04-28,Kerr_metric,456715,196,0.001572584608328146
2023-04-29,Kerr_metric,456715,151,0.0008354355731743276
2023-04-30,Kerr_metric,456715,189,0.001457916980637552
2023-05-01,Kerr_metric,456715,216,0.0019002064017298432
2023-05-02,Kerr_metric,456715,228,0.0020967794777708615
2023-05-03,Kerr_metric,456715,240,0.0022933525538118794
2023-05-04,Kerr_metric,456715,231,0.002145922746781116
2023-05-05,Kerr_metric,456715,234,0.0021950660157913702
2023-05-06,Kerr_metric,456715,180,0.0013104871736067884
2023-05-07,Kerr_metric,456715,168,0.00111391409756577
2023-05-08,Kerr_metric,456715,259,0.002604593257543492
2023-05-09,Kerr_metric,456715,225,0.0020476362087606067
2023-05-10,Kerr_metric,456715,221,0.0019821118500802674
2023-05-11,Kerr_metric,456715,249,0.0024407823608426434
2023-05-12,Kerr_metric,456715,247,0.0024080201815024735
2023-05-13,Kerr_metric,456715,157,0.0009337221111948367
2023-05-14,Kerr_metric,456715,224,0.0020312551190905218
2023-05-15,Kerr_metric,456715,235,0.002211447105461455
2023-05-16,Kerr_metric,456715,322,0.0036366019067588374
2023-05-17,Kerr_metric,456715,218,0.0019329685810700128
2023-05-18,Kerr_metric,456715,236,0.00222782819513154
2023-05-19,Kerr_metric,456715,227,0.0020803983881007766
2023-05-20,Kerr_metric,456715,195,0.001556203518658061
2023-05-21,Kerr_metric,456715,180,0.0013104871736067884
2023-05-22,Kerr_metric,456715,213,0.0018510631327195886
2023-05-23,Kerr_metric,456715,251,0.002473544540182813
2023-05-24,Kerr_metric,456715,238,0.00226059037447171
2023-05-25,Kerr_metric,456715,230,0.002129541657111031
2023-05-26,Kerr_metric,456715,206,0.0017363955050289945
2023-05-27,Kerr_metric,456715,163,0.0010320086492153458
2023-05-28,Kerr_metric,456715,167,0.0010975330078956851
2023-05-29,Kerr_metric,456715,200,0.0016381089670084853
2023-05-30,Kerr_metric,456715,212,0.0018346820430495037
2023-05-31,Kerr_metric,456715,221,0.0019821118500802674
2023-06-01,Kerr_metric,456715,205,0.0017200144153589098
2023-06-02,Kerr_metric,456715,254,0.0025226878091930676
2023-06-03,Kerr_metric,456715,209,0.001785538774039249
2023-06-04,Kerr_metric,456715,235,0.002211447105461455
2023-06-05,Kerr_metric,456715,240,0.0022933525538118794
2023-06-06,Kerr_metric,456715,302,0.0033089801133571405
2023-06-07,Kerr_metric,456715,268,0.0027520230645742554
2023-06-08,Kerr_metric,456715,229,0.002113160567440946
2023-06-09,Kerr_metric,456715,250,0.0024571634505127283
2023-06-10,Kerr_metric,456715,185,0.0013923926219572126
2023-06-11,Kerr_metric,456715,250,0.0024571634505127283
2023-06-12,Kerr_metric,456715,248,0.0024244012711725584
2023-06-13,Kerr_metric,456715,253,0.0025063067195229827
2023-06-14,Kerr_metric,456715,229,0.002113160567440946
2023-06-15,Kerr_metric,456715,248,0.0024244012711725584
2023-06-16,Kerr_metric,456715,198,0.0016053467876683157
2023-06-17,Kerr_metric,456715,223,0.002014874029420437
2023-06-18,Kerr_metric,456715,220,0.0019657307604101825
2023-06-19,Kerr_metric,456715,228,0.0020967794777708615
2023-06-20,Kerr_metric,456715,257,0.002571831078203322
2023-06-21,Kerr_metric,456715,211,0.0018183009533794187
2023-06-22,Kerr_metric,456715,199,0.0016217278773384006
2023-06-23,Kerr_metric,456715,216,0.0019002064017298432
2023-06-24,Kerr_metric,456715,160,0.0009828653802050912
2023-06-25,Kerr_metric,456715,184,0.0013760115322871277
2023-06-26,Kerr_metric,456715,230,0.002129541657111031
2023-06-27,Kerr_metric,456715,272,0.002817547423254595
2023-06-28,Kerr_metric,456715,245,0.0023752580021623036
2023-06-29,Kerr_metric,456715,245,0.0023752580021623036
2023-06-30,Kerr_metric,456715,223,0.002014874029420437
2023-03-01,Albert_Einstein,736,16528,0.269108541100154
2023-03-02,Albert_Einstein,736,16550,0.2694689250728958
2023-03-03,Albert_Einstein,736,15622,0.2542672738590571
2023-03-04,Albert_Einstein,736,14134,0.22989221242997085
2023-03-05,Albert_Einstein,736,15251,0.24818988959145563
2023-03-06,Albert_Einstein,736,16587,0.270075025390689
2023-03-07,Albert_Einstein,736,16146,0.2628509648461816
2023-03-08,Albert_Einstein,736,17181,0.2798053926547194
2023-03-09,Albert_Einstein,736,17506,0.28512924679749696
2023-03-10,Albert_Einstein,736,15460,0.25161353733250336
2023-03-11,Albert_Einstein,736,15319,0.24930380368902139
2023-03-12,Albert_Einstein,736,16106,0.2621957212593782
2023-03-13,Albert_Einstein,736,20391,0.33238869049569175
2023-03-14,Albert_Einstein,736,61146,1.0
2023-03-15,Albert_Einstein,736,28673,0.46805687514333455
2023-03-16,Albert_Einstein,736,18841,0.30699800150706025
2023-03-17,Albert_Einstein,736,16610,0.2704517904531009
2023-03-18,Albert_Einstein,736,15225,0.2477639812600334
2023-03-19,Albert_Einstein,736,17608,0.28680011794384563
2023-03-20,Albert_Einstein,736,16848,0.27435048979458115
2023-03-21,Albert_Einstein,736,16127,0.26253972414244997
2023-03-22,Albert_Einstein,736,15432,0.251154866821741
2023-03-23,Albert_Einstein,736,15806,0.25728139435835273
2023-03-24,Albert_Einstein,736,15050,0.24489729056776857
2023-03-25,Albert_Einstein,736,13866,0.2255020803983881
2023-03-26,Albert_Einstein,736,15119,0.2460275857550044
2023-03-27,Albert_Einstein,736,15944,0.2595419847328244
2023-03-28,Albert_Einstein,736,15039,0.24471709858139765
2023-03-29,Albert_Einstein,736,15352,0.2498443796481342
2023-03-30,Albert_Einstein,736,15443,0.2513350588081119
2023-03-31,Albert_Einstein,736,16894,0.27510401991940503
2023-04-01,Albert_Einstein,736,12429,0.20196245454247616
2023-04-02,Albert_Einstein,736,13257,0.21552599678930642
2023-04-03,Albert_Einstein,736,14297,0.23256233004619467
2023-04-04,Albert_Einstein,736,14662,0.23854142777577564
2023-04-05,Albert_Einstein,736,13053,0.2121842544966091
2023-04-06,Albert_Einstein,736,12209,0.1983586148150575
2023-04-07,Albert_Einstein,736,12213,0.19842413917373783
2023-04-08,Albert_Einstein,736,11130,0.18068341906103594
2023-04-09,Albert_Einstein,736,11885,0.19305114176195
2023-04-10,Albert_Einstein,736,12915,0.2099236641221374
2023-04-11,Albert_Einstein,736,13437,0.2184745929299217
2023-04-12,Albert_Einstein,736,13078,0.21259378173836124
2023-04-13,Albert_Einstein,736,13152,0.21380598237394752
2023-04-14,Albert_Einstein,736,13188,0.21439570160207058
2023-04-15,Albert_Einstein,736,11745,0.19075778920813813
2023-04-16,Albert_Einstein,736,12325,0.20025882121678734
2023-04-17,Albert_Einstein,736,13981,0.22738590571044787
2023-04-18,Albert_Einstein,736,17091,0.27833109458441174
2023-04-19,Albert_Einstein,736,15274,0.24856665465386757
2023-04-20,Albert_Einstein,736,15496,0.2522032565606264
2023-04-21,Albert_Einstein,736,13091,0.21280673590407234
2023-04-22,Albert_Einstein,736,28492,0.46509189791304917
2023-04-23,Albert_Einstein,736,17211,0.2802968253448219
2023-04-24,Albert_Einstein,736,15443,0.2513350588081119
2023-04-25,Albert_Einstein,736,15297,0.24894341971627953
2023-04-26,Albert_Einstein,736,15128,0.2461750155620352
2023-04-27,Albert_Einstein,736,15467,0.25172820496019394
2023-04-28,Albert_Einstein,736,14780,0.24047439635684567
2023-04-29,Albert_Einstein,736,12842,0.2087278445762212
2023-04-30,Albert_Einstein,736,14148,0.23012154768535203
2023-05-01,Albert_Einstein,736,15501,0.2522851620089768
2023-05-02,Albert_Einstein,736,15397,0.25058152868328804
2023-05-03,Albert_Einstein,736,15837,0.25778920813812534
2023-05-04,Albert_Einstein,736,15540,0.2529240245061101
2023-05-05,Albert_Einstein,736,15313,0.2492055171510009
2023-05-06,Albert_Einstein,736,14211,0.23115355633456738
2023-05-07,Albert_Einstein,736,15539,0.25290764341644006
2023-05-08,Albert_Einstein,736,34635,0.5657209317563804
2023-05-09,Albert_Einstein,736,31299,0.5110736166169774
2023-05-10,Albert_Einstein,736,22797,0.37180159224191595
2023-05-11,Albert_Einstein,736,20062,0.3269993119942339
2023-05-12,Albert_Einstein,736,18597,0.30300101562755954
2023-05-13,Albert_Einstein,736,16740,0.27258133211021196
2023-05-14,Albert_Einstein,736,16769,0.27305638371064445
2023-05-15,Albert_Einstein,736,18441,0.3004455656390263
2023-05-16,Albert_Einstein,736,19700,0.3210693575336631
2023-05-17,Albert_Einstein,736,25357,0.41373718179733315
2023-05-18,Albert_Einstein,736,26610,0.4342626871539495
2023-05-19,Albert_Einstein,736,24928,0.4067096943288668
2023-05-20,Albert_Einstein,736,17502,0.2850637224388166
2023-05-21,Albert_Einstein,736,18344,0.2988565999410281
2023-05-22,Albert_Einstein,736,18563,0.30244405857877665
2023-05-23,Albert_Einstein,736,18834,0.30688333387936967
2023-05-24,Albert_Einstein,736,18937,0.3085705861153884
2023-05-25,Albert_Einstein,736,17143,0.2791829112472562
2023-05-26,Albert_Einstein,736,15928,0.2592798872981031
2023-05-27,Albert_Einstein,736,16149,0.2629001081151918
2023-05-28,Albert_Einstein,736,15696,0.25547947449464337
2023-05-29,Albert_Einstein,736,16135,0.2626707728598106
2023-05-30,Albert_Einstein,736,17245,0.2808537823936048
2023-05-31,Albert_Einstein,736,16220,0.26406316548176784
2023-06-01,Albert_Einstein,736,16307,0.26548832028306524
2023-06-02,Albert_Einstein,736,16334,0.2659306097041575
2023-06-03,Albert_Einstein,736,14893,0.24232545948956524
2023-06-04,Albert_Einstein,736,16170,0.2632441109982636
2023-06-05,Albert_Einstein,736,16518,0.2689447302034531
2023-06-06,Albert_Einstein,736,16524,0.26904301674147363
2023-06-07,Albert_Einstein,736,16515,0.2688955869344429
2023-06-08,Albert_Einstein,736,16185,0.2634898273433149
2023-06-09,Albert_Einstein,736,15648,0.2546931821904793
2023-06-10,Albert_Einstein,736,15304,0.2490580873439701
2023-06-11,Albert_Einstein,736,15746,0.25629852897814764
2023-06-12,Albert_Einstein,736,17302,0.28178750450479967
2023-06-13,Albert_Einstein,736,16466,0.2680929135406087
